epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
554,29429.6,0.52835,0.37775,0.89612,0.9232,0.88944,0.92643,0.82288,0.97602,0.99534,1.10339,0.0027004,0.0027004,0.0027004
555,29470.7,0.53121,0.38478,0.90589,0.92249,0.89002,0.92689,0.82357,0.97414,0.98969,1.10257,0.0026872,0.0026872,0.0026872
556,29511.6,0.50718,0.3728,0.88798,0.9226,0.88976,0.92691,0.82451,0.97464,0.98861,1.10247,0.002674,0.002674,0.002674
557,29552.8,0.51652,0.37121,0.89605,0.92208,0.89192,0.92729,0.82264,0.97237,0.98908,1.10063,0.0026608,0.0026608,0.0026608
558,29594.2,0.5355,0.3854,0.90771,0.92225,0.89206,0.92748,0.82226,0.972,0.99704,1.10032,0.0026476,0.0026476,0.0026476
559,29636.8,0.52628,0.37854,0.89131,0.92244,0.89101,0.92801,0.82359,0.97168,1.00525,1.10059,0.0026344,0.0026344,0.0026344
560,29678.5,0.52188,0.37807,0.89475,0.92314,0.88918,0.92767,0.82531,0.9729,1.00456,1.10054,0.0026212,0.0026212,0.0026212
561,29720,0.52754,0.38155,0.89024,0.92736,0.88613,0.92764,0.82828,0.97318,1.00175,1.10075,0.002608,0.002608,0.002608
562,29761.3,0.50956,0.36556,0.89452,0.92632,0.88581,0.92779,0.82679,0.97342,1.00799,1.10108,0.0025948,0.0025948,0.0025948
563,29802.9,0.51832,0.37537,0.89473,0.9281,0.88543,0.9283,0.82409,0.97174,1.00226,1.10059,0.0025816,0.0025816,0.0025816
564,29844.1,0.53133,0.38623,0.90095,0.90738,0.9019,0.92888,0.82624,0.97148,0.99971,1.09955,0.0025684,0.0025684,0.0025684
565,29885.5,0.52254,0.38069,0.89388,0.92696,0.88636,0.92874,0.82458,0.96878,1.00115,1.09765,0.0025552,0.0025552,0.0025552
566,29927.7,0.52229,0.38044,0.89824,0.92744,0.88717,0.92861,0.82316,0.96778,0.99654,1.09621,0.002542,0.002542,0.002542
567,29969.2,0.51422,0.37312,0.89472,0.92362,0.88163,0.92426,0.82354,0.96937,0.99747,1.09741,0.0025288,0.0025288,0.0025288
