epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,15834.3,0.72068,0.53225,0.96441,0.91589,0.89711,0.92589,0.80424,0.98068,0.89264,1.10234,0.00963667,0.00963667,0.00963667
369,15882.7,0.70749,0.53719,0.95735,0.92346,0.89421,0.9278,0.80452,0.96861,0.90039,1.08271,0.00963568,0.00963568,0.00963568
370,15932.7,0.7136,0.5304,0.95135,0.92931,0.89339,0.9281,0.80559,0.96397,0.92548,1.08122,0.00963469,0.00963469,0.00963469
371,15979.9,0.70793,0.52538,0.96092,0.9555,0.88557,0.92775,0.80972,0.96996,0.89988,1.08634,0.0096337,0.0096337,0.0096337
372,16026.5,0.72426,0.53242,0.95975,0.93874,0.88774,0.92689,0.80776,0.95373,0.92177,1.07895,0.00963271,0.00963271,0.00963271
373,16073.7,0.71476,0.51718,0.96838,0.92738,0.88814,0.92653,0.80623,0.94706,0.91838,1.07344,0.00963172,0.00963172,0.00963172
374,16126.8,0.71564,0.53064,0.96844,0.92577,0.8877,0.92656,0.80627,0.96408,0.93973,1.07829,0.00963073,0.00963073,0.00963073
375,16177.1,0.71231,0.5291,0.95807,0.92444,0.89977,0.92613,0.81004,0.94625,0.94465,1.07204,0.00962974,0.00962974,0.00962974
376,16225.4,0.70279,0.54529,0.96352,0.92378,0.9005,0.92747,0.81236,0.94013,0.92926,1.07273,0.00962875,0.00962875,0.00962875
377,16276.3,0.70598,0.53649,0.95853,0.93882,0.89519,0.92934,0.8116,0.93844,0.92913,1.07163,0.00962776,0.00962776,0.00962776
378,16328.7,0.69904,0.52082,0.95506,0.96051,0.88754,0.92968,0.82432,0.93401,0.91642,1.06434,0.00962677,0.00962677,0.00962677
379,16377.2,0.72046,0.52771,0.96013,0.94908,0.89134,0.93097,0.82376,0.93331,0.92297,1.06217,0.00962578,0.00962578,0.00962578
380,16423,0.71285,0.52715,0.95628,0.94651,0.89201,0.93224,0.82264,0.93477,0.92562,1.0617,0.00962479,0.00962479,0.00962479
381,16470.7,0.69455,0.51406,0.94901,0.9561,0.88658,0.92827,0.82476,0.94671,0.9451,1.06658,0.0096238,0.0096238,0.0096238
382,16519.3,0.70775,0.54049,0.9538,0.95322,0.88771,0.92913,0.82001,0.94834,0.95722,1.06828,0.00962281,0.00962281,0.00962281
383,16570.3,0.69832,0.52139,0.95813,0.95202,0.88761,0.92814,0.82321,0.95229,0.96662,1.07551,0.00962182,0.00962182,0.00962182
384,16622.4,0.69515,0.5154,0.95629,0.9533,0.8877,0.92849,0.82231,0.95064,0.94453,1.07201,0.00962083,0.00962083,0.00962083
385,16674.2,0.71305,0.53286,0.9628,0.94338,0.89129,0.93028,0.82164,0.95056,0.91655,1.06773,0.00961984,0.00961984,0.00961984
386,16732.6,0.69044,0.5185,0.95067,0.93398,0.89247,0.93021,0.82129,0.95627,0.90735,1.06751,0.00961885,0.00961885,0.00961885
387,16783.6,0.70577,0.52329,0.95903,0.93387,0.89353,0.92826,0.81947,0.95283,0.91234,1.06776,0.00961786,0.00961786,0.00961786
388,16835.4,0.70506,0.5223,0.96314,0.93599,0.9007,0.93024,0.81912,0.95501,0.89429,1.07711,0.00961687,0.00961687,0.00961687
389,16882.5,0.70498,0.52518,0.95741,0.93212,0.89624,0.92932,0.81502,0.95454,0.88183,1.07616,0.00961588,0.00961588,0.00961588
390,16931.8,0.68994,0.52361,0.94874,0.92476,0.89765,0.9298,0.81226,0.94964,0.85552,1.07704,0.00961489,0.00961489,0.00961489
391,16980.6,0.70842,0.52502,0.94888,0.93202,0.89552,0.93158,0.81638,0.95507,0.84675,1.08408,0.0096139,0.0096139,0.0096139
392,17029,0.69789,0.5233,0.95083,0.9336,0.89701,0.9321,0.8079,0.96894,0.85118,1.09025,0.00961291,0.00961291,0.00961291
393,17078.8,0.6934,0.51654,0.94834,0.92759,0.89236,0.93169,0.81181,0.954,0.85629,1.07833,0.00961192,0.00961192,0.00961192
394,17129.5,0.72733,0.529,0.96647,0.94278,0.89425,0.93293,0.81556,0.96131,0.86754,1.08112,0.00961093,0.00961093,0.00961093
395,17178.4,0.69618,0.52205,0.96051,0.95065,0.88748,0.93015,0.81531,0.95837,0.88487,1.07956,0.00960994,0.00960994,0.00960994
396,17228.1,0.71379,0.51667,0.95262,0.93787,0.89467,0.93067,0.81661,0.952,0.86924,1.08298,0.00960895,0.00960895,0.00960895
397,17283.1,0.72066,0.51991,0.96233,0.93432,0.89948,0.92997,0.81432,0.95673,0.86888,1.08741,0.00960796,0.00960796,0.00960796
398,17335.4,0.70047,0.50971,0.95886,0.9378,0.8843,0.93157,0.81352,0.9413,0.86588,1.07927,0.00960697,0.00960697,0.00960697
399,17384.2,0.69849,0.51079,0.95941,0.9534,0.87861,0.93115,0.81262,0.94357,0.86271,1.07961,0.00960598,0.00960598,0.00960598
400,17438.6,0.69733,0.51781,0.95518,0.95851,0.87492,0.93114,0.81566,0.93849,0.88084,1.07711,0.00960499,0.00960499,0.00960499
401,17486.1,0.69961,0.52654,0.95845,0.94361,0.88714,0.93175,0.81535,0.94115,0.87042,1.08286,0.009604,0.009604,0.009604
402,17533.8,0.68818,0.52003,0.94953,0.94722,0.89932,0.93324,0.81433,0.94786,0.87102,1.08174,0.00960301,0.00960301,0.00960301
403,17583,0.71639,0.52449,0.9564,0.94898,0.88359,0.93223,0.81137,0.94609,0.88666,1.08592,0.00960202,0.00960202,0.00960202
404,17634.8,0.69861,0.5201,0.9558,0.94442,0.88145,0.9306,0.81606,0.95012,0.89788,1.08776,0.00960103,0.00960103,0.00960103
405,17679.4,0.71022,0.51804,0.95693,0.94784,0.87495,0.93178,0.81791,0.94931,0.87063,1.0823,0.00960004,0.00960004,0.00960004
406,17722.5,0.69918,0.51591,0.95192,0.95491,0.87151,0.93274,0.81559,0.95692,0.87263,1.07876,0.00959905,0.00959905,0.00959905
407,17766.5,0.69537,0.52144,0.95168,0.95907,0.87506,0.93098,0.81374,0.95359,0.88268,1.07798,0.00959806,0.00959806,0.00959806
408,17809.9,0.68662,0.52401,0.94655,0.95924,0.88459,0.93071,0.81208,0.95324,0.88241,1.07681,0.00959707,0.00959707,0.00959707
409,17853.2,0.71959,0.53563,0.95598,0.94827,0.88826,0.929,0.80916,0.96297,0.88031,1.08677,0.00959608,0.00959608,0.00959608
410,17896.6,0.67963,0.50498,0.94265,0.95418,0.87079,0.92797,0.811,0.9605,0.86788,1.08567,0.00959509,0.00959509,0.00959509
411,17940.3,0.698,0.53091,0.94806,0.9652,0.86906,0.92876,0.81618,0.95147,0.87859,1.07884,0.0095941,0.0095941,0.0095941
412,17984.4,0.69764,0.52516,0.94395,0.95049,0.8818,0.92986,0.81164,0.95478,0.87481,1.07997,0.00959311,0.00959311,0.00959311
413,18027.9,0.68929,0.50636,0.94637,0.94145,0.87648,0.92844,0.80966,0.95321,0.90177,1.08841,0.00959212,0.00959212,0.00959212
414,18071.6,0.69902,0.507,0.9564,0.91932,0.8957,0.92987,0.81654,0.9512,0.9235,1.08839,0.00959113,0.00959113,0.00959113
415,18116.6,0.71202,0.52213,0.96649,0.9391,0.88484,0.93018,0.81569,0.94214,0.91854,1.07756,0.00959014,0.00959014,0.00959014
416,18158.9,0.69685,0.51144,0.9599,0.94424,0.88128,0.93122,0.81973,0.95293,0.93365,1.08606,0.00958915,0.00958915,0.00958915
417,18202.1,0.6847,0.50713,0.95582,0.94297,0.87939,0.92959,0.82035,0.95446,0.91337,1.09343,0.00958816,0.00958816,0.00958816
418,18246,0.7044,0.51318,0.94967,0.94885,0.8779,0.92981,0.81774,0.95631,0.91901,1.09348,0.00958717,0.00958717,0.00958717
419,18290.7,0.70457,0.52853,0.95509,0.95563,0.87435,0.92411,0.81314,0.96374,0.92899,1.09657,0.00958618,0.00958618,0.00958618
420,18335.3,0.70088,0.5251,0.95378,0.94918,0.87443,0.92445,0.81147,0.96819,0.93178,1.09977,0.00958519,0.00958519,0.00958519
421,18379.5,0.70976,0.52522,0.95884,0.95147,0.87389,0.92399,0.81131,0.96658,0.92904,1.10018,0.0095842,0.0095842,0.0095842
422,18423.4,0.6784,0.49955,0.94852,0.94873,0.87291,0.92302,0.80945,0.96326,0.94495,1.10042,0.00958321,0.00958321,0.00958321
423,18467,0.70142,0.52673,0.95148,0.93902,0.88137,0.92548,0.81108,0.96508,0.93201,1.11342,0.00958222,0.00958222,0.00958222
424,18510.4,0.6985,0.51654,0.95436,0.94667,0.87584,0.92978,0.81493,0.97596,0.9393,1.11412,0.00958123,0.00958123,0.00958123
425,18554.1,0.69763,0.51933,0.95826,0.94538,0.87768,0.93286,0.8176,0.96948,0.93693,1.10569,0.00958024,0.00958024,0.00958024
426,18597.4,0.68442,0.5127,0.94298,0.92603,0.89354,0.93336,0.81512,0.9722,0.93763,1.12264,0.00957925,0.00957925,0.00957925
427,18640.7,0.70101,0.50564,0.96454,0.94568,0.88003,0.92795,0.81433,0.96943,0.91748,1.11512,0.00957826,0.00957826,0.00957826
428,18684.2,0.69523,0.52353,0.94801,0.94396,0.87977,0.93089,0.81612,0.96868,0.92621,1.098,0.00957727,0.00957727,0.00957727
429,18727.5,0.67461,0.50817,0.94637,0.94429,0.87787,0.93107,0.81697,0.96944,0.91551,1.09877,0.00957628,0.00957628,0.00957628
430,18770.7,0.68197,0.5086,0.94974,0.91107,0.89993,0.93071,0.81488,0.96863,0.89967,1.09933,0.00957529,0.00957529,0.00957529
431,18813.3,0.68524,0.49981,0.94706,0.91785,0.91092,0.93069,0.81426,0.96541,0.90172,1.09868,0.0095743,0.0095743,0.0095743
432,18856.7,0.66429,0.50971,0.94648,0.92239,0.911,0.93256,0.81473,0.96564,0.90895,1.09787,0.00957331,0.00957331,0.00957331
433,18901.4,0.70051,0.52294,0.96364,0.91979,0.91009,0.93148,0.8186,0.96256,0.91096,1.09494,0.00957232,0.00957232,0.00957232
434,18944.3,0.6828,0.51074,0.94651,0.91684,0.90424,0.93142,0.81702,0.96046,0.91666,1.08933,0.00957133,0.00957133,0.00957133
435,18987.4,0.67694,0.50488,0.94837,0.92236,0.89946,0.93162,0.81985,0.95753,0.90898,1.08804,0.00957034,0.00957034,0.00957034
436,19030.2,0.68454,0.49292,0.95186,0.94486,0.8779,0.92839,0.8203,0.96159,0.92313,1.09327,0.00956935,0.00956935,0.00956935
437,19073.3,0.69537,0.50828,0.95662,0.94914,0.88145,0.92934,0.8178,0.96761,0.9113,1.09372,0.00956836,0.00956836,0.00956836
438,19116.3,0.66835,0.49654,0.94769,0.94979,0.88145,0.92919,0.80956,0.98019,0.88854,1.10422,0.00956737,0.00956737,0.00956737
439,19159.1,0.6853,0.50613,0.94821,0.94553,0.88145,0.9311,0.8095,0.98933,0.87714,1.11361,0.00956638,0.00956638,0.00956638
440,19201.7,0.69531,0.52825,0.95783,0.95203,0.88074,0.93094,0.81263,0.98303,0.86084,1.10543,0.00956539,0.00956539,0.00956539
441,19244.1,0.6922,0.52062,0.94991,0.95226,0.88074,0.93022,0.81211,0.97971,0.84373,1.10398,0.0095644,0.0095644,0.0095644
442,19287,0.68919,0.51093,0.95425,0.94844,0.88145,0.92561,0.81118,0.96668,0.84038,1.09533,0.00956341,0.00956341,0.00956341
443,19329.9,0.67346,0.49642,0.94234,0.9471,0.88074,0.9235,0.81443,0.96187,0.84773,1.0956,0.00956242,0.00956242,0.00956242
